date,ticker,FCF_Yield,ROIC,Gearing,ROE,EV_EBITDA,P_E,EBITDA_Margin,Net_Margin,Revenue_Growth_YOY
2020-01-31,BA,,,,,,,,,
2020-02-29,BA,,,,,,,,,
2020-03-31,BA,,,,,,,,,
2020-04-30,BA,,,,,,,,,
2020-05-31,BA,,,,,,,,,
2020-06-30,BA,,,,,,,,,
2020-07-31,BA,,,,,,,,,
2020-08-31,BA,,,,,,,,,
2020-09-30,BA,,,,,,,,,
2020-10-31,BA,,,,,,,,,
2020-11-30,BA,,,,,,,,,
2020-12-31,BA,,,,,,,,,
2021-01-31,BA,,,,,,,,,
2021-02-28,BA,,,,,,,,,
2021-03-31,BA,,,,,,,,,
2021-04-30,BA,,,,,,,,,
2021-05-31,BA,,,,,,,,,
2021-06-30,BA,,,,,,,,,
2021-07-31,BA,,,,,,,,,
2021-08-31,BA,,,,,,,,,
2021-09-30,BA,,,,,,,,,
2021-10-31,BA,,,,,,,,,
2021-11-30,BA,,,,,,,,,
2021-12-31,BA,-0.028662269915007907,-0.05571958981612447,99.11406055597755,-7.135125620288122,-1163.9449183085715,-36.49984785911471,-0.0028096201393571587,-0.06746299328902161,
2022-01-31,BA,,,,,,,,,
2022-02-28,BA,,,,,,,,,
2022-03-31,BA,,,,,,,,,
2022-04-30,BA,,,,,,,,,
2022-05-31,BA,,,,,,,,,
2022-06-30,BA,,,,,,,,,
2022-07-31,BA,,,,,,,,,
2022-08-31,BA,,,,,,,,,
2022-09-30,BA,,,,,,,,,
2022-10-31,BA,,,,,,,,,
2022-11-30,BA,,,,,,,,,
2022-12-31,BA,0.014930982280565993,-0.07866965652099983,95.8466866407701,-8.258173412926663,-406.7123666058091,-31.078492543870315,-0.007236368003843382,-0.0740901993754504,0.0693895899560093
2023-01-31,BA,,,,,,,,,
2023-02-28,BA,,,,,,,,,
2023-03-31,BA,,,,,,,,,
2023-04-30,BA,,,,,,,,,
2023-05-31,BA,,,,,,,,,
2023-06-30,BA,,,,,,,,,
2023-07-31,BA,,,,,,,,,
2023-08-31,BA,,,,,,,,,
2023-09-30,BA,,,,,,,,,
2023-10-31,BA,,,,,,,,,
2023-11-30,BA,,,,,,,,,
2023-12-31,BA,0.02890351286015242,-0.08986888430253732,86.30304096704766,-8.096601090667457,-401.00489772614105,,,,0.16793778525102088
2024-01-31,BA,,,,,,,,,
2024-02-29,BA,,,,,,,,,
2024-03-31,BA,-0.025617392742508203,-0.006239994178431087,78.1568063527313,-0.5591945051937178,307.106415014218,-447.1497396618076,0.038203874705775846,-0.020701309674693705,
2024-04-30,BA,,,,,,,,,
2024-05-31,BA,,,,,,,,,
2024-06-30,BA,-0.028786151427379416,-0.023416142330223474,94.10903637332696,-2.337820072526067,-499.7639917805486,-106.58259951633079,-0.023775643306059527,-0.08531957784892684,
2024-07-31,BA,,,,,,,,,
2024-08-31,BA,,,,,,,,,
2024-09-30,BA,-0.012753275694666848,-0.11455625696249536,93.31562985569559,-9.987119448562737,-39.79836910213777,-24.857757002269043,-0.28318385650224215,-0.34585201793721976,
2024-10-31,BA,,,,,,,,,
2024-11-30,BA,,,,,,,,,
2024-12-31,BA,-0.09387610605920925,-0.0780551572910517,72.32624093442898,-8.235271768019244,-38.35300093111639,,,,-0.1449597655346171
2025-01-31,BA,,,,,,,,,
2025-02-28,BA,,,,,,,,,
2025-03-31,BA,-0.014930982280565993,-0.0005251703255109765,71.17073230437296,-0.04911255726177402,157.4786885632,-4145.1989379459455,0.06411571604431679,-0.0018978251949117767,
2025-04-30,BA,,,,,,,,,
2025-05-31,BA,,,,,,,,,
2025-06-30,BA,,,,,,,,,
2025-07-31,BA,,,,,,,,,
2025-08-31,BA,,,,,,,,,
2025-09-30,BA,,,,,,,,,
2025-10-31,BA,,,,,,,,,
2025-11-30,BA,,,,,,,,,
