date,ticker,FCF_Yield,ROIC,Gearing,ROE,EV_EBITDA,P_E,EBITDA_Margin,Net_Margin,Revenue_Growth_YOY
2020-01-31,AVAV,,,,,,,,,
2020-02-29,AVAV,,,,,,,,,
2020-03-31,AVAV,,,,,,,,,
2020-04-30,AVAV,,,,,,,,,
2020-05-31,AVAV,,,,,,,,,
2020-06-30,AVAV,,,,,,,,,
2020-07-31,AVAV,,,,,,,,,
2020-08-31,AVAV,,,,,,,,,
2020-09-30,AVAV,,,,,,,,,
2020-10-31,AVAV,,,,,,,,,
2020-11-30,AVAV,,,,,,,,,
2020-12-31,AVAV,,,,,,,,,
2021-01-31,AVAV,,,,,,,,,
2021-02-28,AVAV,,,,,,,,,
2021-03-31,AVAV,,,,,,,,,
2021-04-30,AVAV,0.009836670963400447,0.021021923854581015,8.990852310552867,0.9416282124420765,142.42612915476082,327.9703988684583,0.13735971558220567,0.059078984685195686,
2021-05-31,AVAV,,,,,,,,,
2021-06-30,AVAV,,,,,,,,,
2021-07-31,AVAV,,,,,,,,,
2021-08-31,AVAV,,,,,,,,,
2021-09-30,AVAV,,,,,,,,,
2021-10-31,AVAV,,,,,,,,,
2021-11-30,AVAV,,,,,,,,,
2021-12-31,AVAV,,,,,,,,,
2022-01-31,AVAV,,,,,,,,,
2022-02-28,AVAV,,,,,,,,,
2022-03-31,AVAV,,,,,,,,,
2022-04-30,AVAV,-0.004169826361838447,-0.0038643765017365704,8.679872905954712,-0.16784705334037478,165.34146207716142,-1827.0958395415473,0.10571823427530444,-0.00939578042411135,0.12868689733408956
2022-05-31,AVAV,,,,,,,,,
2022-06-30,AVAV,,,,,,,,,
2022-07-31,AVAV,,,,,,,,,
2022-08-31,AVAV,,,,,,,,,
2022-09-30,AVAV,,,,,,,,,
2022-10-31,AVAV,,,,,,,,,
2022-11-30,AVAV,,,,,,,,,
2022-12-31,AVAV,,,,,,,,,
2023-01-31,AVAV,,,,,,,,,
2023-02-28,AVAV,,,,,,,,,
2023-03-31,AVAV,,,,,,,,,
2023-04-30,AVAV,-0.00045322210871770246,-0.1879279281841412,6.210574806011558,-6.721314120431567,-97.226178660929,-43.42426949356457,-0.14616972782571375,-0.3259949383574822,0.21269282887474983
2023-05-31,AVAV,,,,,,,,,
2023-06-30,AVAV,,,,,,,,,
2023-07-31,AVAV,,,,,,,,,
2023-08-31,AVAV,,,,,,,,,
2023-09-30,AVAV,,,,,,,,,
2023-10-31,AVAV,,,,,,,,,
2023-11-30,AVAV,,,,,,,,,
2023-12-31,AVAV,,,,,,,,,
2024-01-31,AVAV,0.006372031019855172,0.011931865054630784,2.4773307919344587,0.4934829858546132,305.53320128410917,551.0894761253151,0.13356344263525174,0.07441927772834954,
2024-02-29,AVAV,,,,,,,,,
2024-03-31,AVAV,,,,,,,,,
2024-04-30,AVAV,-0.0012011431376079595,0.011956345775625415,2.1211726354725835,0.4935232756382054,306.5110102728732,,,,0.3259431379223585
2024-05-31,AVAV,,,,,,,,,
2024-06-30,AVAV,,,,,,,,,
2024-07-31,AVAV,0.0029954740351552647,0.018002156924783203,1.6769905355081527,0.7503949447077409,240.49049392303564,361.517404138713,0.16717594718259685,0.11170395233345472,
2024-08-31,AVAV,,,,,,,,,
2024-09-30,AVAV,,,,,,,,,
2024-10-31,AVAV,-0.0011316177160860974,0.006234062904281555,1.7826831237050056,0.26743260480314346,476.36035796305543,1014.4342272305448,0.08502690254592535,0.04002483311931571,
2024-11-30,AVAV,,,,,,,,,
2024-12-31,AVAV,,,,,,,,,
2025-01-31,AVAV,-0.003869377218833257,-0.001431081279542228,2.0973130579487047,-0.062155733777849595,1067.566844407299,-4362.529860889395,0.04282493020592235,-0.010463146340881434,
2025-02-28,AVAV,,,,,,,,,
2025-03-31,AVAV,,,,,,,,,
2025-04-30,AVAV,,,,,,,,,
2025-05-31,AVAV,,,,,,,,,
2025-06-30,AVAV,,,,,,,,,
2025-07-31,AVAV,,,,,,,,,
2025-08-31,AVAV,,,,,,,,,
2025-09-30,AVAV,,,,,,,,,
2025-10-31,AVAV,,,,,,,,,
2025-11-30,AVAV,,,,,,,,,
