date,ticker,FCF_Yield,ROIC,Gearing,ROE,EV_EBITDA,P_E,EBITDA_Margin,Net_Margin,Revenue_Growth_YOY
2020-01-31,BA.L,,,,,,,,,
2020-02-29,BA.L,,,,,,,,,
2020-03-31,BA.L,,,,,,,,,
2020-04-30,BA.L,,,,,,,,,
2020-05-31,BA.L,,,,,,,,,
2020-06-30,BA.L,,,,,,,,,
2020-07-31,BA.L,,,,,,,,,
2020-08-31,BA.L,,,,,,,,,
2020-09-30,BA.L,,,,,,,,,
2020-10-31,BA.L,,,,,,,,,
2020-11-30,BA.L,,,,,,,,,
2020-12-31,BA.L,,,,,,,,,
2021-01-31,BA.L,,,,,,,,,
2021-02-28,BA.L,,,,,,,,,
2021-03-31,BA.L,,,,,,,,,
2021-04-30,BA.L,,,,,,,,,
2021-05-31,BA.L,,,,,,,,,
2021-06-30,BA.L,,,,,,,,,
2021-07-31,BA.L,,,,,,,,,
2021-08-31,BA.L,,,,,,,,,
2021-09-30,BA.L,,,,,,,,,
2021-10-31,BA.L,,,,,,,,,
2021-11-30,BA.L,,,,,,,,,
2021-12-31,BA.L,0.03394265052608307,0.07150604696567059,2.0067184402970986,0.5550363464509597,18.42680860672,30.751863990898748,0.1600840120895446,0.09005686184109421,
2022-01-31,BA.L,,,,,,,,,
2022-02-28,BA.L,,,,,,,,,
2022-03-31,BA.L,,,,,,,,,
2022-04-30,BA.L,,,,,,,,,
2022-05-31,BA.L,,,,,,,,,
2022-06-30,BA.L,,,,,,,,,
2022-07-31,BA.L,,,,,,,,,
2022-08-31,BA.L,,,,,,,,,
2022-09-30,BA.L,,,,,,,,,
2022-10-31,BA.L,,,,,,,,,
2022-11-30,BA.L,,,,,,,,,
2022-12-31,BA.L,0.039695328626144014,0.05520216506291636,2.211044159860003,0.5169392003434629,18.899894375939848,33.97974663482087,0.14389876752281494,0.07484241226832251,0.08898109727985237
2023-01-31,BA.L,,,,,,,,,
2023-02-28,BA.L,,,,,,,,,
2023-03-31,BA.L,,,,,,,,,
2023-04-30,BA.L,,,,,,,,,
2023-05-31,BA.L,,,,,,,,,
2023-06-30,BA.L,,,,,,,,,
2023-07-31,BA.L,,,,,,,,,
2023-08-31,BA.L,,,,,,,,,
2023-09-30,BA.L,,,,,,,,,
2023-10-31,BA.L,,,,,,,,,
2023-11-30,BA.L,,,,,,,,,
2023-12-31,BA.L,0.0518480923294882,0.06594148004355854,2.141322514145609,0.6137422300923593,16.400573512039454,29.11242697684437,0.14936302972527948,0.08046624490857093,0.08561482735911197
2024-01-31,BA.L,,,,,,,,,
2024-02-29,BA.L,,,,,,,,,
2024-03-31,BA.L,,,,,,,,,
2024-04-30,BA.L,,,,,,,,,
2024-05-31,BA.L,,,,,,,,,
2024-06-30,BA.L,,0.05351585014409222,3.577637274989964,0.6142448612847968,18.000225383231797,,,,
2024-07-31,BA.L,,,,,,,,,
2024-08-31,BA.L,,,,,,,,,
2024-09-30,BA.L,,,,,,,,,
2024-10-31,BA.L,,,,,,,,,
2024-11-30,BA.L,,,,,,,,,
2024-12-31,BA.L,0.05108970068285637,0.05686046511627907,3.4667731455779895,0.6678822291687726,15.316409087613293,27.638945243353785,0.15095773791425965,0.07433870477348738,0.14013346043851294
2025-01-31,BA.L,,,,,,,,,
2025-02-28,BA.L,,,,,,,,,
2025-03-31,BA.L,,,,,,,,,
2025-04-30,BA.L,,,,,,,,,
2025-05-31,BA.L,,,,,,,,,
2025-06-30,BA.L,,,,,,,,,
2025-07-31,BA.L,,,,,,,,,
2025-08-31,BA.L,,,,,,,,,
2025-09-30,BA.L,,,,,,,,,
2025-10-31,BA.L,,,,,,,,,
2025-11-30,BA.L,,,,,,,,,
