date,ticker,FCF_Yield,ROIC,Gearing,ROE,EV_EBITDA,P_E,EBITDA_Margin,Net_Margin,Revenue_Growth_YOY
2020-01-31,BBD-B.TO,,,,,,,,,
2020-02-29,BBD-B.TO,,,,,,,,,
2020-03-31,BBD-B.TO,,,,,,,,,
2020-04-30,BBD-B.TO,,,,,,,,,
2020-05-31,BBD-B.TO,,,,,,,,,
2020-06-30,BBD-B.TO,,,,,,,,,
2020-07-31,BBD-B.TO,,,,,,,,,
2020-08-31,BBD-B.TO,,,,,,,,,
2020-09-30,BBD-B.TO,,,,,,,,,
2020-10-31,BBD-B.TO,,,,,,,,,
2020-11-30,BBD-B.TO,,,,,,,,,
2020-12-31,BBD-B.TO,,,,,,,,,
2021-01-31,BBD-B.TO,,,,,,,,,
2021-02-28,BBD-B.TO,,,,,,,,,
2021-03-31,BBD-B.TO,,,,,,,,,
2021-04-30,BBD-B.TO,,,,,,,,,
2021-05-31,BBD-B.TO,,,,,,,,,
2021-06-30,BBD-B.TO,,,,,,,,,
2021-07-31,BBD-B.TO,,,,,,,,,
2021-08-31,BBD-B.TO,,,,,,,,,
2021-09-30,BBD-B.TO,,,,,,,,,
2021-10-31,BBD-B.TO,,,,,,,,,
2021-11-30,BBD-B.TO,,,,,,,,,
2021-12-31,BBD-B.TO,-0.05953403001736398,0.4728301650825413,74.23945565064815,53.10644188093051,20.954694607669616,1.752684575282682,0.1114215283483977,0.828430566967954,
2022-01-31,BBD-B.TO,,,,,,,,,
2022-02-28,BBD-B.TO,,,,,,,,,
2022-03-31,BBD-B.TO,,,,,,,,,
2022-04-30,BBD-B.TO,,,,,,,,,
2022-05-31,BBD-B.TO,,,,,,,,,
2022-06-30,BBD-B.TO,,,,,,,,,
2022-07-31,BBD-B.TO,,,,,,,,,
2022-08-31,BBD-B.TO,,,,,,,,,
2022-09-30,BBD-B.TO,,,,,,,,,
2022-10-31,BBD-B.TO,,,,,,,,,
2022-11-30,BBD-B.TO,,,,,,,,,
2022-12-31,BBD-B.TO,0.08115190023279463,-0.016117322491650935,63.230271972749485,-1.5648963632051713,19.403562329985654,-59.697857729729726,0.100824533487632,-0.021408939678865906,0.1360723089564504
2023-01-31,BBD-B.TO,,,,,,,,,
2023-02-28,BBD-B.TO,,,,,,,,,
2023-03-31,BBD-B.TO,,,,,,,,,
2023-04-30,BBD-B.TO,,,,,,,,,
2023-05-31,BBD-B.TO,,,,,,,,,
2023-06-30,BBD-B.TO,,,,,,,,,
2023-07-31,BBD-B.TO,,,,,,,,,
2023-08-31,BBD-B.TO,,,,,,,,,
2023-09-30,BBD-B.TO,,,,,,,,,
2023-10-31,BBD-B.TO,,,,,,,,,
2023-11-30,BBD-B.TO,,,,,,,,,
2023-12-31,BBD-B.TO,0.029087919609244377,-0.017024539877300612,57.41524022681918,-1.5155083919331618,18.43369145480631,,,,0.16389411254158825
2024-01-31,BBD-B.TO,,,,,,,,,
2024-02-29,BBD-B.TO,,,,,,,,,
2024-03-31,BBD-B.TO,-0.04380165326372597,0.012042037658735951,57.40500030525206,1.1263913723827554,48.39519322627737,80.32075403636364,0.21456538762725136,0.08613938919342208,
2024-04-30,BBD-B.TO,,,,,,,,,
2024-05-31,BBD-B.TO,,,,,,,,,
2024-06-30,BBD-B.TO,-0.007696414526959602,0.0020655167415567473,56.14072340953558,0.19219346752813982,54.5685018122449,465.01489178947367,0.1112119836586473,0.008624602814344077,
2024-07-31,BBD-B.TO,,,,,,,,,
2024-08-31,BBD-B.TO,,,,,,,,,
2024-09-30,BBD-B.TO,-0.014374185954762786,0.012615008625646924,56.261750949813596,1.185844867794666,40.221080190476194,75.51523883760684,0.16208393632416787,0.056439942112879886,
2024-10-31,BBD-B.TO,,,,,,,,,
2024-11-30,BBD-B.TO,,,,,,,,,
2024-12-31,BBD-B.TO,0.026258355444920996,0.012726613488034808,56.21060081651042,1.1860487458127538,37.87881828571429,,,,0.07693263733532185
2025-01-31,BBD-B.TO,,,,,,,,,
2025-02-28,BBD-B.TO,,,,,,,,,
2025-03-31,BBD-B.TO,-0.03440750023817234,0.00473186119873817,53.325787163622216,0.44717641227356153,58.812085333333336,200.80188509090908,0.145478374836173,0.028833551769331587,
2025-04-30,BBD-B.TO,,,,,,,,,
2025-05-31,BBD-B.TO,,,,,,,,,
2025-06-30,BBD-B.TO,,,,,,,,,
2025-07-31,BBD-B.TO,,,,,,,,,
2025-08-31,BBD-B.TO,,,,,,,,,
2025-09-30,BBD-B.TO,,,,,,,,,
2025-10-31,BBD-B.TO,,,,,,,,,
2025-11-30,BBD-B.TO,,,,,,,,,
